Chinese,English
卡路里,Calories
受邀,Invite
干干净净,Clean
每一刻,every moment
利比亚,Libya
陽光,Sunlight
泰克,Tekle
想成,Imagine
骨架,skeleton
弧杠,Arc
麦子,wheat
吃糖,Eating sugar
方块,Square
相關,Associated
茱丽叶,Juliet
肚子痛,stomachache
某种原因,A reason
來給,Come to
注明,Indicate
小学生,Primary school students
永久性,Permanent
第二年,the second year
燙,hot
锁匙,Lock
阿叔,Uncle
伯里,Bury
層,Floor
下游,Downstream
還有別,Alias
罗格,Rogue
咬人,Bite
梦魇,nightmare
大酒店,big hotel
發揮,Play
无名氏,anonymous
這我,This me
幼虫,larva
壓制,suppress
拉美,Latin America
杂耍,Juggling
流鼻血,Nosebleed
田纳西,Tennessee
不景气,recession
各有,Each has
硫磺,sulfur
地来,Place
別哭,Don't cry
残杀,Kill
深远,Far-reaching
风雨,wind and rain
当日,On the same day
華,magnificent
史帝夫,Shi Di
因果,cause and effect
看门人,Watchmen
第一轮,first round
十九,nineteen
玻利维亚,Bolivia
发邮件,send email
满口,Full mouth
庄家,Dealer
增添,Add
先走一步,Step by step first
没生气,Not angry
不可收拾,out of hand
内情,Internal relationship
重新安排,rearrange
他付,He pays
河岸,River bank
独,alone
届时,At the time
海狮,Sea lion
极具,Extremely
懊悔,regret
润成,Moisten
发到,Sent to
静脉,vein
趁早,as early as possible
操场,playground
骑手,Rider
我寧願,I would rather
笴,Bamboo
直达,Direct
生物学家,biologist
毛皮,fur
八十年代,Eighty
公社,commune
卷心菜,cabbage
祖宗,Ancestor
阿美,Ami
竲,Bamboo
图书,books
艺妓,geisha
贩子,dealer
拍下,Shoot
近点,near-point
桨,paddle
认不出来,Can't recognize
头牛,Cow
牧師,Priest
加德,Kad
释怀,Release
一整,Whole
下楼梯,Down the stairs
耞,flail
上流社会,Upper class
腿部,Leg
做作,affectation
第一章,Chapter One
行人,pedestrian
难民营,Refugee camp
我弟,my brother
多丽丝,Dora
英明,wise
火光,Flare
洞察力,Insight
冈,Gang
坏习惯,bad habit
呼噜,Snoring
婷婷,Tingting
福林,Fulin
睁开眼,Open your eyes
說法,statement
巨额,Huge amount
老母,Old mother
螒,Bamboo
悬挂,suspension
往上爬,Climb up
溜进,Slip into
反胃,nausea
秀发,Hair
以西,West
家当,Home
安逸,comfortable
曼彻斯特,Manchester
沦为,Become
竞争者,competitor
多拉,Multi-pull
待续,to be continued
打车,Take a taxi
相通,Pass
树干,trunk
编写,write
天涯,World
市政府,City Hall
琘,Bamboo
里尼,Rye
圣域,Holy area
建了,Built
老东西,Old things
狂风,Venous wind
三世,III
女同性恋,Lesbian
偷偷地,Sneak
蒂诺,Teno
吸管,straw
盲,blind
学来,Learning
晟,Hate
传媒,Media
圣餐,Holy communion
视察,Inspect
苏斯,Susis
摁,Press
右手边,right hand side
小薇,Smallwich
借過,Excuse me
深水,Deep water
酬金,remuneration
击垮,Knock down
罗里,Rory
睡袋,sleeping bag
好长时间,long time
呕吐物,Vomit
猜中,Guess
克拉苏,Krasu
这枪,This shot
联系方式,Contact information
买通,buy
令人作呕,Disgusting
作呕,Nausea
口头,oral
高压,high pressure
惹怒,Anger
判斷,judge
正朝,Positive
首脑,summit
本国,Country
給予,give
那钱,Money
互换,exchange
光碟,Disc
整修,Renovation
絤,Bamboo
加内特,Garnett
電梯,elevator
洗清,Wash
一等兵,First-class soldier
胁迫,Stress
亲兄弟,Brother
兮,Hack
算啦,Calculate
抛下,Throw
一去,Go
结巴,stammer
傑,Jail
晚些,Late
漫漫,Long
清场,Clearance
ý,ý
孙,Grandson
高高,High high
别老,Not old
翻滚,roll
霍乱,cholera
别站,Don't stand
墨,ink
搞清,Clear
曼迪,Mandi
秋千,Swing
大洞,Big hole
難怪,Unwise
早知,Earnest
无价,priceless
害臊,Harmful
替代品,substitute
仙境,wonderland
呕,vomit
惊呆,Shocked
老妇人,Old woman
五千块,Five thousand pieces
犯罪行为,criminal behavior
正经事,Worry
门多萨,Mendoza
新墨西哥州,New Mexico
選舉,election
慈爱,love
击退,repel
要些,Some
塔夫,Taf
记录在案,record on file
防火,Fire prevention
留有,Stay
送达,service
勾拳,Hook
洛德,Lord
主观,subjective
小步,Small step
酒量,capacity for liquor
天内,Day
忍无可忍,Fed up
繁星,Star
毒性,toxicity
缓缓,Slow
丸子,ball
沃茨,Watts
一不小心,Unclear
纏,Entangle
选上,Choose
烛光,Candlelight
黑钱,Black money
抢先,First
奶头,Tap
接下去,Get down
几件事,A few things
索隆,Sauon
一垒,Base
筋,Rib
找错,Find a mistake
丟臉,Lose face
痛心,Sad
第二阶段,second stage
斩首,Behead
柠檬汁,Lemon juice
真大,really big
管理层,Management
劳瑞,Laurui
烟斗,pipe
克塞尔,Kselle
舞动,Dance
演绎,Interpretation
山路,Mountain road
飞车,Spike
诸多,Many
肉麻,Meat
哈姆,Hamm
皮塔,Pita
深知,Well-known
白蚁,termite
笔直,Straight
全民,National
煤矿,Coal mine
晚礼服,evening dress
肯尼亚,Kenya
风俗,custom
化学品,Chemicals
椅,chair
比索,peso
我見,I see
之大,Large
真实性,Authenticity
亨德森,Henderson
名词,noun
前有,Before
盘,plate
高登,Gordon
咀嚼,chew
宅邸,House
頭腦,mind
仍会,Still
断电,Power off
置身事外,Exterm
探究,Inquiry
这书,This book
选定,Selected
提議,proposal
克利夫,Cleve
英亩,acre
添乱,Add chaos
你將,You will
獨一無二,unique
无常,Incompetent
普莱斯,Prece
騎士,knight
沼泽地,wetlands
爸会,Dad will
委内瑞拉,Venezuela
轻柔,gentle
站上,stand on
有失,Lost
死讯,Dead news
胰岛素,insulin
加个,add a
败,defeat
两片,Two pieces
窄,narrow
只花,Flowers
学问,knowledge
熏肉,bacon
茶叶,tea
阴部,Genus
橙子,Orange
甜言蜜语,sweet Nothing
阵线,front
砩,Bamboo
药效,Medicinal effect
砍下来,Cut down
随时欢迎,welcome any time
炮击,Shell
猛虎,Tiger
炸飞,blown away
远道而来,Far away
彈,bomb
國會,Congress
柏斯,Bed
晚间,evening
健忘,forgetful
大冒险,big Adventure
城市猎人,City hunter
单曲,Single
生命体,Life form
反馈,Feedback
车牌号,number plate
剧团,troupe
伤透,Hurt
西贡,Saigon
海明威,Hemingway
盛,Prosper
愤世嫉俗,Cynical
航程,voyage
烈焰,Flame
稍等片刻,Wait a moment
黑子,Kuroko
這只,This only
許動,Promptly
西格,Sig
很能,Very
嘟嘟,Doodle
快让开,Make away
以致,In
肉饼,meat pie
縒,Bamboo
覆,cover
通融,Generalize
栓,bolt
两千万,20 million
一条线,a line
甮,Bamboo
活多久,How long does it live?
求救信号,S.O.S
哲秀,Philosophical
阀,valve
火大,Fire
哈洛,Harlow
撸,Lick
一球,A ball
乡亲,Foliage
大雄,Big male
那為,That is
皇太子,Imperial prince
这顶,This top
第一句,first sentence
檢察官,Prosecutor
倍感,Feel
下礼拜,next week
糊,paste
什么游戏,what game
獸,beast
太一,Too
地盤,Site
放進,Put in
慢著,Slow
小册子,booklet
肯塔基州,Kentucky
肯尼斯,Kenneas
婚宴,Wedding banquet
罗柏,Robbo
正门,Positive door
喷出,Spurt
两辆,Two
荒漠,desert
三颗,Three
奥林匹克,Olympic
引向,Lead
用刀,Knife
号线,Line
执政,Ruling
哈根,Hagen
美少女,Beautiful girl
校正,Correction
灰心,discouraged
与生俱来,Come from
绝密,Tense
要問,To ask
结为,In the end
烧着,Burnt
埃里,Ery
赖瑞,Lai Rui
原則,in principle
布局,layout
深思熟虑,Well-thoughtful
开店,Shop
喝太多,Drank too much
杜兰特,Durant
九头,Nine heads
会帮,Will help
第二位,second
莉迪亚,Ledia
卷饼,Roll
柔道,judo
千頌,Talent
会过,Pass
災難,disaster
指明,Indicate
新房子,new house
受命,Command
练练,Practice
美纪,Cited
殘忍,cruel
小牛,calf
塑料袋,Plastic bag
角色扮演,cosplay
借过一下,Borrow
不常,Uncommon
土豆泥,Mashed potatoes
上述,Above
疑心,suspicion
螝,Bamboo
烦心,Bother
比比,Ratio
真要命,Really
芝麻,Sesame
苏维埃,Soviet
信贷,Credit
沙特,Saudi
真怪,Really blame
哪一天,Which day
诬陷,Fall into
兮兮,兮 兮
座右铭,motto
苏打,soda
к,к
亮点,Highlight
手裡,In hand
大开杀戒,Big killing ring
喝牛奶,Drink milk
一寸,One inch
卷发,curls
珀尔,Pell
高官,Senior official
有线电视,Cable TV
泳装,swimsuit
摊,Stall
高三,High three
贯穿,Run through
小儿科,Pediatrics
再要,want again
格杀勿论,Murder
卡普亚,Capa
挡风玻璃,windshield
可別,Else
羚羊,antelope
用意,intention
伊斯坦布尔,Istanbul
高个子,tall
论点,argument
言辞,words
社長,President
梅花,plum Bossom
征服者,conqueror
網上,Online
燕尾服,Swallow
喝醉酒,drunk
指導,guide
身体状况,Physical conditions
第五个,the fifth
百分点,percentage point
东面,East
没问,did not ask
不收,Do not charge
羲,Hen
搭个,Take a job
珩,Plover
婦,woman
吃过饭,Eating meals
类人,People
響,ring
出境,Exit
聊到,Chat
琎,Bamboo
预付,Prepaid
這家,this home
第三名,Third place
友,friend
领取,receive
出了名,Gave a name
柬埔寨,Cambodia
新娘子,Neighborhood
阿尔及利亚,Algeria
光州,Guangzhou
恩湖,Lake
集装箱,container
退一步,Step-by-step
好好学习,study well
瞎编,Bind
拨号,dial
腎,kidney
买到,Bought
层楼,Floors
丘比特,Cupid
开锁,unlock
作好,Work
发个,send a
一代人,a generation
重症,Severe
顔,Colorful
上千,Thousands of
弗罗斯特,Frost
颁,Promulgate
走入,Go into
阀门,valve
二十块,Twenty pieces
赌上,Gamble
夷为平地,Razed to the ground
珍爱,cherish
风水,Feng shui
附,Attach
有待,Remain
兰巴迪,Lambadi
召,Call
新鲜事,Fresh things
呎,Foot
焦躁,Anxious
踪影,Trace
依赖于,Depend on
俄亥俄,Ohio
治理,Governance
雌,female
风速,Wind speed
賭場,casino
记忆里,Memory
半路,halfway
迎,welcome
下层,Lower layer
防空,air defense
快給,Give
拍个,Take a picture
肆意,Unfold
尺码,size
流亡,exile
例,example
漂泊,drift
娘家,Motherst
卒,Pawn
咬伤,bite
阻拦,stop
亲眼所见,seen it myself
肉松,Meat
忍心,Bear
猛兽,Beast
新教,Protestant
带劲,interesting
搵,Bamboo
宠爱,pet
砍断,Cut off
要加,Take
多得,get more
东欧,Eastern Europe
新海,New sea
大豆,Soybean
警部,Police
標準,standard
雪子,Snow
郭,Guo
爷们,man
钳子,pliers
鬼怪,Ghost
全天,All day
开朗,Cheerful
埋藏,Bury
強迫,force
唤起,arouse
黑奴,Black slave
三点钟,Three o'clock
连胜,Win
癵,Bamboo
曼斯,Mans
螠,Bamboo
埃斯,Es
怨,blame
西安,Xi'an
利特,Rit
摇动,shake
穆特,Mut
兑换,exchange
勇,Brave
提尼,Tinni
同性恋者,gay
傻乎乎,silly
愁,worry
常务,Standing
高效,Efficient
真命天子,True life emperor
流落,Fall into
家庭成员,family member
莫罗,Moro
装腔作势,Lumen
闭路电视,CCTV
泰利,Tyle
屈辱,humiliation
一項,One
卺,Bamboo
第三集,Third episode
踏出,Take out
进不了,Can not enter
传过来,Pass
加快速度,Boost
照应,Take care of
宫里,Palace
无心,Be unhappy
匹萨,Pizza
亚里沙,Aisha
冲过来,Rush
如愿以偿,If you are
別鬧,Don't make trouble
维罗妮,Veroni
校,school
胡话,lies
指尖,fingertip
相提并论,In the case
电话簿,Phone book
過什麼,What
逞英雄,Hero
琠,Ity
快带,Brush
莉兹,Litz
バ,Ocky
監控,monitor
尸骨,Bone
科林斯,Collins
皗,Bamboo
没回,Never return
一团乱,Chaos
年内,Year
伊迪,Idi
谈完,Talk
布雷特,Brett
打雷,thunder
叫停,Stop
攻占,Capture
乞讨,Beg
流下,Flow
内涵,Connotation
攒,Put together
何要,What is
轰掉,Bombard
筹钱,Make money
研究室,Research room
坴,Bamboo
作弄,Let
一號,No.1
美人儿,Beauty
仓促,Rush
舦,Bamboo
真多,so many
亚克,Beky
補,repair
反向,Reverse
后人,Future generation
救护,Rescue
鳗鱼,eel
钵,Album
紳士,gentleman
内有,contains
周刊,weekly
西语,Western language
想太多,over thinking
給他們,give them
崖,Cliff
白种,White
药剂师,pharmacist
不晚,not late
驱赶,Drive down
辞退,dismiss
不速之客,uninvited guest
杀伤力,Killing
一静,Quiet
何以,why
孝珠,Filial piety
别难过,Do not be sad
非常适合,very suitable
莅临,Come to
職位,Position
爆裂,burst
古希腊,Ancient Greece
豪尔,Haol
无处可逃,Nowhere to escape
宅子,House
私藏,Private
詹金斯,Jenkins
豈,See
华氏,Falist
有无,Have no
写封信,Write a letter
窟,cave
巴奇,Barch
计时器,Timer
掏钱,Save money
拥,Hold
局外人,outsider
追来,Chase
迫降,Forced land
允,allow
物证,License
抢夺,snatch
展現,Show
爱丽,Alice
名言,saying
富士山,Mount Fuji
没辙,Nothing
心胸,Brain
制造者,maker
某位,A bit
再過,Again
书桌,desk
搬回来,Move back
甲,First
杏奈,Xi Nai
弗尔,Fre
诚恳,sincere
防空洞,dugout
六小时,Six hours
老乡,Old countryside
私人物品,Personal belongings
标识,Logo
虚荣,vanity
胡迪,Hroi
借点,Borrow
荷西,Herbi
云雀,lark
十三姨,Thirteen
纳迪,Nadi
无罪释放,Acquitted
血肉,flesh
克里斯塔,Christta
勇者,Bravery
长生不老,Longevity
街口,Street
焦急,anxious
參與,participate
奥斯,Os
鱼缸,Fish tank
爬出来,climb out
动荡,turmoil
斯拉夫,Slavic
口臭,Bad breath
蛊,insanity
禁用,Disable
河谷,River valley
选区,Selection
堋,target in archery
疼死,Hurt
礼拜天,Rising day
荆棘,thorns
阵子,Array
瞄準,aim
念叨,Talk
无穷,endless
人道主义,Humanitarian
晃动,Sway
贴近,Close
惊险,thrilling
霍利斯,Horis
你妹,Your sister
革命性,Revolutionary
空降,Airborne
锅炉,boiler
吕,Lu
蒸,Steam
一百万美元,One million dollars
柴火,firewood
心肠,Heart intestine
归咎于,Blame
低贱,humble
气来,Gas
达摩,Dharma
编队,formation
破坏者,Destructive
保不住,Can't hold
近况,Receptive
他成,He
门窗,Doors and windows
林奇,Lynch
警犬,police dog
橾,Bamboo
吓死人,Scary
无头,Headless
西欧,Western Europe
玉米片,corn flake
小丫头,Little girl
堪萨斯州,Kansas
暗算,plot
随便说说,Feel free to say
ﺾ,Bamboo
相差,difference
截止,Cut off
径直,Diameter
该来,Here
不请自来,Uninvited
抹布,rag
非正式,Informal
卡萝,Carol
冷酷无情,Ruthless
谢意,gratitude
邮寄,send by post
不付,Not pay
吓一跳,Scare a jump
紧接着,Follow
营造,Create
窱,Bamboo
猎豹,Cheetah
文本,text
几千,several thousand
弗莱明,Fleming
娘子,Lady
盖亚,Gaia
我大,I am big
这阵子,This array
悬,Hang
掘,dig
盡情,Take advantage of
东南亚,Southeast Asia
落水,Fall water
辛辛苦苦,Hardship
抓不住,Can't catch up
履历,Resume
價錢,Price
辨别,distinguish
获胜者,winner
德克斯特,Desxter
拣,Pick
计谋,Plan
同党,With the party
申请表,Application form
狂奔,Run wild
师姐,Sister
畫面,Screen
明尼苏达州,Minnesota
喷火,Fire
負擔,burden
推薦,recommend
省钱,save money
配音,Dubbing
戴面具,wear a mask
俄勒冈州,Oregon
当有,When
太对,Too pair
东德,Dongde
這部,This
瑞夫,Ruifu
乱套,Chaotic set
真叫人,Really
凯迪拉克,Cadillac
侬,Lennon
课本,textbook
牵挂,care
悠闲,laid back
葡萄园,vineyard
舒曼,Schuman
反面,Reverse
凝固,solidification
大公,Big public
阿玲,Aling
洲,Continent
博伊德,Boyder
尚恩,Shangn
挺好玩,Really fun
重温,Revision
圈子里,Circle
奥斯丁,Osding
维格,Dim
对错,Wrong
集團,group
商议,Discuss
特伦特,Trent
一點兒,a little
耋,Bamboo
赖特,Wright
㗎,Bamboo
還剩,Remain
砸死,Kill
谋划,Plan
垃圾袋,garbage bag
指揮官,commander
荒地,wasteland
好酒,Good wine
還來,Again
大胡子,Beard
生母,Maternal mother
供奉,worship
断绝,cut off
摧残,Destroy
临死,Die
大力士,Strong
大钱,Big money
柯尔,Kur
钚,Sputum
趁热,Take advantage of hot
电费,Electricity bill
无药,Unpopular
天上掉,Heaven
起伏,ups and downs
诺维奇,Novich
挺酷,Cool
做工,work
触,touch
损毁,Damage
伊戈尔,Igor
演变,Evolution
有烟,Smoke
太扯,Too pulled
浇水,Watering
投弹,bomb
指路,Referral
同等,Equivalent
氧,oxygen
一百元,One hundred yuan
乐谱,Score
墓园,Cemetery
公认,accepted
首个,first
共存,coexist
千代,Thousand generations
之徒,Disciples
超感,Hyperfeit
去給,Give
国人,Chinese people
赃物,swag
全天候,All-weather
共和党人,Republican
小宝,Treasure
打瞌睡,doze off
囚徒,prisoner
技艺,skill
索恩,So En
这狗,This dog
床铺,bed
呒,Bamboo
早说,Early say
换件,Replacement
北海道,Hokkaido
罖,Bamboo
三级,Level three
示威者,Demonstrator
谭市,Tan City
隐身,Stealth
手握,Hold in
房間裡,in the room
心地,Mind
关着,closed
何物,What
一窍不通,A bad
吉布森,Gibson
反转,Reverse
ﾅ,Bamboo
顾及,take into account
立下,Stand down
ク,Put down
深圳,Shenzhen
艾利克,Aik
东南,southeast
搽,paint on
涌入,Influx
鲈鱼,sea ​​bass
捕,catch
臥室,bedroom
教母,Young woman
素食主义者,vegetarian
往返,round trip
穿戴,Wear
馋,greedy
拍打,Play
回想起来,Recall
优良,excellent
援手,Assistant
识破,see through
发病,Pathogenesis
阿拉丁,Aladdin
葛雷,Gle
布景,scenery
丈,Husband
没开,Not open
把守,guard
两组,Two groups
为期,Period
冠军赛,championship
两步,Two steps
親戚,Relative
冷气,Cold air
各方,Partition
费尔德,Feld
说不出来,Unable to speak
排好队,Row
保有,Hold
山庄,Villa
磁盘,Disk
肛交,Anal sex
鬼故事,Ghost story
对人,People
不破,Do not break
夜光,Night light
涌,Pour
很香,good smell
巩固,Consolidate
亨德,Hend
巢,nest
撇下,Write down
吐露,reveal
随随便便,anyhow
以至,Even
或種,Species
五千万,Fifty million
长眠,sleep
看门,Watch door
自恋,Narrow
人活,People living
睡梦中,Sleep in sleep
原定,Original
尾随,Tranquate
要个,Take
勝祖,Victory
艾林,Ai Lin
疗伤,Heal
一干二净,A dry two net
辅导员,counselor
密歇根州,Michigan
才华横溢,Talent
冲个,Rush
输定,Depart
九十,ninety
犹豫不决,Hesitation
乔斯,Jos
周先生,Zhou Mr. Zhou
变小,Become small
縀,Bamboo
异,different
不经意,Inadvertently
和玛丽,Mary
四楼,Fourth floor
一模,One
贝弗利,Beverly
甅,Bamboo
文件夹,folder
对峙,Confrontation
首演,First play
或多或少,more or less
病床,Bed
低能,Low energy
张开嘴,open mouth
琿,Bamboo
混血儿,Hybrid
摔下去,Fall down
侍候,serve
蛛丝马迹,Spider silk mart
药膏,ointment
必需品,necessity
趴到,Bother
三十六,Thirty-six
矿山,mine
蜡,wax
教宗,Pope
缘由,reason
另一家,Another family
公共场所,Public places
守夜,Keep the night
留守,Stay behind
一時,For a short time
抱负,ambition
愛麗絲,Alice
火堆,Pile of fire
乔安,Qiaoan
纳克,Nark
牵手,Hold hands
喉嚨,Throat
救援队,Rescue Team
肯恩,Kenn
林中,Forest
压死,Die
光靠,Light
众生,Sentient beings
回击,fight back
实,Reality
四處,around
总和,sum
魚,fish
手提包,handbag
背黑锅,Back black pot
紧身衣,Tights
断开,disconnect
