,Chinese,English,Pinyin
18245,麋鹿,Elk,mílù
18246,冲锋,charge,chōngfēng
18247,嚷,Noise,rǎng
18248,哀伤,sad,āishāng
18249,挨揍,Bustle,áizòu
18250,绝无,Never,juéwú
18251,变坏,Get wet,biànhuài
18252,蜘蛛侠,Spider-Man,zhīzhūxiá
18253,喊叫,cry,hǎnjiào
18254,貴,expensive,guì
18255,紅,Red,hóng
18256,赶过去,Rush,gǎnguòqù
18257,蒸发,evaporation,zhēngfā
18258,学家,Learner,xuéjiā
18259,站长,Webmaster,zhànzhǎng
18260,莫特,Mott,mòtè
18261,聖誕節,Christmas,shèngdànjié
18262,阿嬷,Aunt,āmā
18263,丑八怪,Ugly,chǒubāguài
18264,交換,exchange,jiāohuàn
18265,替补,Substitute,tìbǔ
18266,翻转,Flip,fānzhuǎn
18267,他活,He live,tuòhuó
18268,加糖,Add sugar,jiātáng
18269,风扇,fan,fēngshàn
18270,伊安,Ian,yīān
18271,想方设法,Look into way,xiǎngfāngshèfǎ
18272,事前,beforehand,shìqián
18273,驱逐舰,Destroyer,qūzhújiàn
18274,萝,radish,luó
18275,无名小卒,Nobody,wúmíngxiǎozú
18276,往上,Go up,wǎng shàng
18277,自然界,nature,zìránjiè
18278,整容,Plastic surgery,zhěngróng
18279,从此以后,Since then,cóngcǐyǐhòu
18280,大熊,Big bear,dàxióng
18281,穆斯,Mus,mùsī
18282,维奥,Violet,wéiào
18283,痕跡,trace,hénjì
18284,海斯,Hays,hǎisī
18285,年头,year,niántou
18286,帕特森,Patterson,pàtèsēn
18287,长达,Reach,cháng dá
18288,家父,Father,jiāfù
18289,别往,Don't go,biéwǎng
18290,摔死,Fall down,shuāisǐ
18291,辫子,braid,biànzi
18292,奥兹,Oz,àozī
18293,船队,fleet,chuánduì
18294,哑,dumb,yǎ
18295,不明智,Unmerderous,bumíngzhì
18296,高于,Higher than,gāoyú
18297,异形,Shaped,yìxíng
18298,调味,Flavor,tiáowèi
18299,哺乳动物,mammal,bǔrǔdòngwù
18300,所言,Say,suǒ yán
18301,審判,Trial,shěnpàn
18302,又名,Again,yòumíng
18303,波旁,Wave,bōpáng
18304,这枚,This,zhèméi
18305,癠,Bamboo,jì
18306,后者,the latter,hòuzhě
18307,补习,Tutor,bǔxí
18308,光天化日,broad daylight,guāngtiānhuàrì
18309,连锁,chain,liánsuǒ
18310,装甲车,Armored vehicle,zhuāngjiǎchē
18311,斯派,Spie,sīpài
18312,领航员,pilot,lǐnghángyuán
18313,飞行器,Aircraft,fēixíngqì
18314,公開,public,gōngkāi
18315,一束,A bunch of,yīshù
18316,脸庞,Face,liǎnpáng
18317,没用过,Not used,mòyòngguò
18318,太多人,too many people,tàiduōrén
18319,受罚,be punished,shòufá
18320,纳森,Naxson,nàsēn
18321,宾州,Binzhou,bīnzhōu
18322,改正,correct,gǎizhèng
18323,阴蒂,clitoris,yīndì
18324,新西兰,new Zealand,xīnxīlán
18325,实战,Actual combat,shízhàn
18326,长出,Grow out,zhǎngchū
18327,兒童,child,értóng
18328,許他,Promise,xǔtuò
18329,鋼琴,piano,gāngqín
18330,筋疲力尽,exhausted,jīnpílìjìn
18331,不太想,Don't want to think too much,butàixiǎng
18332,邮递员,Postman,yóudìyuán
18333,未遂,Not attempted,wèisuì
18334,初衷,Original intention,chūzhōng
18335,嘎,嘎,gá
18336,说句,Sentence,shuōjù
18337,脱口秀,Show off the show,tuōkǒuxiù
18338,海德,Hyde,hǎidé
18339,纵火,Ambiguous,zònghuǒ
18340,栽赃,frame,zāizāng
18341,装模作样,Mold,zhuāngmózuòyàng
18342,足足,Foot foot,zúzú
18343,水底,Water bottom,shuǐdǐ
18344,有多深,How deep,yǒuduōshēn
18345,从何而来,Whereabout,cónghéérlái
18346,ã,è,ã
18347,钉死,crucify,dìngsǐ
18348,下边,below,xiàbian
18349,第二条,Second,dìèrtiáo
18350,使馆,embassy,shǐguǎn
18351,简讯,Newsletter,jiǎnxùn
18352,坡,slope,pō
18353,真假,true and false,zhēnjiǎ
18354,大半夜,Amphibious night,dàbànyè
18355,這幹,This,zhègàn
18356,患上,Suffer,huànshàng
18357,絕望,despair,juéwàng
18358,国税局,National tax bureau,guóshuìjú
18359,大有,Large,dàyǒu
18360,神力,Power,shénlì
18361,鏡頭,Lens,jìngtóu
18362,离别,parting,líbié
18363,称职,Compete,chènzhí
18364,送入,Send in,sòngrù
18365,传承,inherited,chuánchéng
18366,交钱,Pay money,jiāoqián
18367,擠,squeeze,jǐ
18368,议题,issue,yìtí
18369,旗,flag,qí
18370,冲进去,Rush in,chōngjìnqù
18371,原力,Original force,yuánlì
18372,周遭,Surveillance,zhōuzāo
18373,真高興,so happy,zhēn gāoxìng
18374,宪兵,military police,xiànbīng
18375,橡皮,eraser,xiàngpí
18376,卡琳,Kalin,kǎlín
18377,枷锁,shackles,jiāsuǒ
18378,崩塌,collapse,bēngtā
18379,宣读,Read,xuāndú
18380,滚回去,Get back,gǔnhuíqù
18381,时段,Period,shíduàn
18382,太妙,Too much,tàimiào
18383,短缺,shortage,duǎnquē
18384,狒狒,baboon,fèifèi
18385,采购,purchase,cǎigòu
18386,母子,Mother and child,mǔzǐ
18387,成像,Imaging,chéngxiàng
18388,卢布,ruble,lúbù
18389,期間,period,qījiān
18390,获救,Rescue,huòjiù
18391,马林,Marin,mǎlín
18392,消亡,Die,xiāowáng
18393,窥探,Mouse,kuītàn
18394,癚,Bamboo,癚
18395,对岸,Opposite,duìàn
18396,搞掂,Do,gǎodiàn
18397,找来,Find,zhǎo lái
18398,伍迪,Woody,wǔdí
18399,坟,grave,fén
18400,面上,Face,miànshàng
18401,別想,Don't think,biéxiǎng
18402,技术人员,Technical staff,jìshùrényuán
18403,四季,four seasons,sìjì
18404,车间,workshop,chējiān
18405,过些,Some,guò xiē
18406,怒,angry,nù
18407,春季,spring,chūnjì
18408,晒太阳,Sun,shàitàiyáng
18409,戴安,Dai'an,dàiān
18410,追溯到,Be traced back to,zhuīsùdào
18411,万英镑,Sterling,wànyīngbàng
18412,壁,wall,bì
18413,临近,Approaching,línjìn
18414,水壶,kettle,shuǐhú
18415,杜鲁门,Dulun,dùlǔmén
18416,阿明,Amin,āmíng
18417,開火,Fire,kāihuǒ
18418,闯祸,Disaster,chuǎnghuò
18419,項目,project,xiàngmù
18420,平松,Relaxed,píngsōng
18421,大话,Big say,dàhuà
18422,信服,convince,xìnfú
18423,图画,picture,túhuà
18424,世界大战,World war,shìjièdàzhàn
18425,競爭,compete,jìngzhēng
18426,放回,Put back,fàng huí
18427,纳特,Nat,nàtè
18428,越久,Longer,yuèjiǔ
18429,咕咕,Bustard,gūgū
18430,钟爱,Love,zhōngài
18431,勘,survey,kān
18432,显著,Remarkable,xiǎnzhù
18433,卡斯帕,Caspa,kǎsīpà
18434,紮,tie,zā
18435,一万块,"10,000 blocks",yīwànkuài
18436,小睡,Sleep,xiǎoshuì
18437,工作者,Worker,gōngzuòzhě
18438,驱动器,driver,qūdòngqì
18439,副官,adjutant,fùguān
18440,迷糊,confused,míhu
18441,舞曲,Dance music,wǔqǔ
18442,两分,Two points,liǎngfēn
18443,鸡皮疙瘩,Chicken skin,jīpígēda
18444,草率,Grass rate,cǎoshuài
18445,赤,red,chì
18446,东区,Eastern District,dōngqū
18447,散落,Scatter,sànluò
18448,闷死,Bored,mènsǐ
18449,ﺝ,Bamboo,ﺝ
18450,先例,precedent,xiānlì
18451,驼背,Hunchback,tuóbèi
18452,攻破,Break,gōngpò
18453,棒子,stick,bàngzi
18454,恶臭,stench,èchòu
18455,挨着,Look at,āizhe
18456,讯问,Interrogate,xùnwèn
18457,問過,Asked,wènguò
18458,精神分裂,Split,jīngshénfēnliè
18459,光照,illumination,guāngzhào
18460,趙,Zhao,zhào
18461,绿洲,oasis,lǜzhōu
18462,尤物,Especially,yóuwù
18463,丰满,full,fēngmǎn
18464,谷物,cereals,gǔwù
18465,池子,pond,chízi
18466,改为,Change to,gǎiwéi
18467,千萬別,Don't,qiānwànbié
18468,粉末,powder,fěnmò
18469,难办,Difficult,nánbàn
18470,入院,Admittent,rùyuàn
18471,卑劣,despicable,bēiliè
18472,走散,Disappear,zǒusàn
18473,快接,Pick up,kuàijiē
18474,想出,Think,xiǎng chū
18475,维娅,Viya,wéiyà
18476,阿金,Akin,ājīn
18477,小号,small,xiǎohào
18478,流水,Water,liúshuǐ
18479,第一印象,First impression,dìyīyìnxiàng
18480,不象,Not like,bù xiàng
18481,火星人,Martian,huǒxīngrén
18482,缺失,Lack,quēshī
18483,监测,monitor,jiāncè
18484,众议院,House of Representatives,zhòngyìyuàn
18485,接待员,Receptionist,jiēdàiyuán
18486,彻头彻尾,downright,chètóuchèwěi
18487,草草,hastily,cǎocǎo
18488,單身,single,dānshēn
18489,打嗝,Snoring,dǎgé
18490,釣魚,fishing,diàoyú
18491,电波,Radio wave,diànbō
18492,竚,Bamboo,zhù
18493,生父,Father,shēngfù
18494,勾结,Collude,gōujié
18495,牵着,Take together,qiānzháo
18496,病症,disease,bìngzhèng
18497,沉思,meditation,chénsī
18498,回声,echo,huíshēng
18499,空前,Unprecedented,kōngqián
18500,生计,livelihood,shēngjì
18501,腾出,Make up,téngchū
18502,迁移,migrate,qiānyí
18503,行么,Is it ok,xíngme
18504,絲,Silk,sī
18505,后续,Follow-up,hòuxù
18506,侥幸,lucky,jiǎoxìng
18507,逍遥,Get away,xiāoyáo
18508,句号,period,jùhào
18509,一百个,a hundred,yībǎige
18510,别为,Not,biéwèi
18511,相公,Join,xiànggong
18512,精密,Precision,jīngmì
18513,算计,Calculation,suànji
18514,如此而已,that is it,rúcǐéryǐ
18515,泰迪熊,Teddy bear,tàidíxióng
18516,小吃,snack,xiǎochī
18517,副局长,Deputy Director,fùjúzhǎng
18518,发牌,Licensing,fāpái
18519,万年,Ten thousand years,wànnián
18520,科學家,the scientist,kēxuéjiā
18521,私密,Private,sīmì
18522,劲儿,Strength,jìnr
18523,花掉,Flore,huādiào
18524,彿,Buddha,fó
18525,做作业,Do homework,zuòzuòyè
18526,爽快,readily,shuǎngkuài
18527,医药,medicine,yīyào
18528,指标,index,zhǐbiāo
18529,扫荡,Sweep,sǎodàng
18530,幌子,Scorda,huǎngzi
18531,美洲狮,Cougar,měizhōushī
18532,气愤,Angry,qìfèn
18533,前头,Front,qiántou
18534,讲过,Speaking,jiǎngguò
18535,至上,Until,zhìshàng
18536,狂欢节,Carnival,kuánghuānjié
18537,马屁,Hustle,mǎpì
18538,阿正,Agong,ēzhèng
18539,战败,Defeat,zhànbài
18540,ご,Bamboo,ご
18541,接入,Access,jiērù
18542,无时无刻,All in time,wúshíwúkè
18543,上交,Overhead,shàngjiāo
18544,卖完,Sell,màiwán
18545,能动,active,néngdòng
18546,帝王,emperor,dìwáng
18547,德洛,Dellow,déluò
18548,右脚,Right foot,yòujiǎo
18549,移走,Remove,yízǒu
18550,崋,Bamboo,huá
18551,费尔,Fair,fèiěr
18552,发问,Ask,fāwèn
18553,瓜葛,connection,guāgé
18554,干草,hay,gāncǎo
18555,来头,backing,láitóu
18556,茱莉叶,Juli Lee,zhūlìyè
18557,對面,opposite,duìmiàn
18558,蒙蒂,Monti,méngdì
18559,喏,Bamboo,rě
18560,变革,change,biàngé
18561,茱,Cornel,zhū
18562,裘,fur,qiú
18563,始,beginning,shǐ
18564,説,Say,shuō
18565,窩,nest,wō
18566,宽敞,Spacious,kuānchang
18567,严峻,severe,yánjùn
18568,拌,mix,bàn
18569,狗叫,Dogmat,gǒujiào
18570,婊,prostitute,biǎo
18571,水星,Mercury,shuǐxīng
18572,狱中,In prison,yùzhōng
18573,搬运,Carry,bānyùn
18574,凭着,Depend,píngzháo
18575,瞬間,moment,shùnjiān
18576,平安夜,Christmas Eve,píngānyè
18577,胡佛,Hoover,húfó
18578,凭借,Depend,píngjiè
18579,格拉斯,Glas,gélāsī
18580,嗝,belch,gé
18581,痞子,ruffian,pǐzi
18582,查询,Inquire,cháxún
18583,中期,Medium term,zhōngqī
18584,家庭作业,homework,jiātíngzuòyè
18585,小杰,Xiaojie,xiǎojié
18586,囊,bag,náng
18587,ヰ,Bamboo,ヰ
18588,翻过来,flip over,fānguòlái
18589,职,Duty,zhí
18590,亲身,personally,qīnshēn
18591,第四次,the fourth time,dìsìcì
18592,挤满,Crowded,jǐmǎn
18593,在場,Present,zàichǎng
18594,重写,Rewrite,chóngxiě
18595,兴起,Rise,xīngqǐ
18596,几星期,A few weeks,jǐxīngqī
18597,限,limit,xiàn
18598,年幼,Young,niányòu
18599,當作,Be regarded as,dàngzuò
18600,飞逝,Fly,fēishì
18601,曼纽尔,Manuel,mànniǔěr
18602,指紋,fingerprint,zhǐwén
18603,史诗,epic,shǐshī
18604,大牢,Bigger,dàláo
18605,头版,front page,tóubǎn
18606,分析师,Analyst,fēnxīshī
18607,换班,Change,huànbān
18608,恐怖片,Horror film,kǒngbùpiān
18609,信上,Letter,xìnshàng
18610,之谜,mystery of,zhīmí
18611,带入,Bring into,dàirù
18612,祭祀,Sacrifice,jìsì
18613,气压,Air pressure,qìyā
18614,包在,Package,bāo zài
18615,竧,Bamboo,竧
18616,戰場,battlefield,zhànchǎng
18617,踏入,Step into,tàrù
18618,弗吉尼亚州,Virginia,fújíníyàzhōu
18619,破例,Break out,pòlì
18620,结帐,Checkout,jiézhàng
18621,施加,Apply,shījiā
18622,野牛,Bison,yěniú
18623,彼德,Petr,bǐdé
18624,但会,Be,dànhuì
18625,鐵,iron,tiě
18626,联络人,Contact person,liánluòrén
18627,投胎,reincarnation,tóutāi
18628,天命,Destiny,tiānmìng
18629,手持,Handheld,shǒuchí
18630,卡辛,Kassin,kǎxīn
18631,痉挛,Spasm,jìngluán
18632,沒想過,have not thought,mòxiǎngguò
18633,這的,This,zhède
18634,最烂,Faracle,zuìlàn
18635,人像,Portrait,rénxiàng
18636,平淡,dull,píngdàn
18637,秤,scales,chèng
18638,四年级,fourth grade,sìniánjí
18639,孔雀,Peacock,kǒngquè
18640,劳力,Labor,láolì
18641,小杂种,Small hybrid,xiǎozázhǒng
18642,纵容,Conjunction,zòngróng
18643,红心,Red heart,hóngxīn
18644,乌尔,Ur,wūěr
18645,禁足,Forbidden,jìnzú
18646,圆形,Circular,yuánxíng
18647,译者,Translator,yìzhě
18648,外语,foreign language,wàiyǔ
18649,自由自在,free,zìyóuzìzài
18650,查清,Check out,cháqīng
18651,蒙在鼓里,In the drum,méngzàigǔlǐ
18652,退伍军人,Veteran,tuìwǔjūnrén
18653,正试图,Trying,zhèngshìtú
18654,布里奇,Bridge,bùlǐqí
18655,跟个,Follow,gēnge
18656,废话少说,Without further ado,fèihuàshǎoshuō
18657,归功于,Attributive,guīgōngyú
18658,叁,Thump,sān
18659,贴着,Put,tiēzháo
18660,女服务员,Waitress,n3fúwùyuán
18661,腐蚀,corrosion,fǔshí
18662,南北,North,nánběi
18663,原住民,Aboriginal,yuánzhùmín
18664,谢绝,decline,xièjué
18665,长寿,longevity,chángshòu
18666,嗜,Neat,shì
18667,写过,Write,xiěguò
18668,向东,east,xiàngdōng
18669,燕麦,oat,yànmài
18670,德國人,German,déguórén
18671,亭,pavilion,tíng
18672,长辈,elder,zhǎngbèi
18673,我变,I change,wǒbiàn
18674,搓,twist,cuō
18675,砰砰,Henity,pēngpēng
18676,变换,Transform,biànhuàn
18677,阶梯,ladder,jiētī
18678,编程,Program,biānchéng
18679,視頻,video,shìpín
18680,芠,Bamboo,芠
18681,抗体,antibody,kàngtǐ
18682,天晓得,God knows,tiānxiǎode
18683,死党,Dead party,sǐdǎng
18684,奥古斯丁,Augustine,àogǔsīdīng
18685,雨衣,raincoat,yǔyī
18686,份量,Share,fènliang
18687,繺,Bamboo,繺
18688,這怎麼,How,zhè zěnme
18689,写些,Write some,xiěxiē
18690,入伙,Hide,rùhuǒ
18691,洗劫,Laid,xǐjié
18692,北上,North,běishàng
18693,大雪,Big snow,dàxuě
18694,自主,Autonomous,zìzhǔ
18695,荧幕,Screen,yíngmù
18696,奇幻,Fantasy,qíhuàn
18697,为傲,Proud,wèiào
18698,一族,Family,yī zú
18699,天賦,talent,tiānfù
18700,穆勒,Muller,mùlè
18701,红外线,infrared,hóngwàixiàn
18702,复兴,revival,fùxīng
18703,謀殺,murder,móushā
18704,达利,Dali,dálì
18705,釋放,freed,shìfàng
18706,刺刀,bayonet,cìdāo
18707,剪头发,Shear hair,jiǎntóufa
18708,抑郁症,depression,yìyùzhèng
18709,某件事,One thing,mǒujiànshì
18710,与世隔绝,Neglot,yǔshìgéjué
18711,分担,Share,fēndān
18712,怎會,How,zěn huì
18713,绝园,Garden,juéyuán
18714,赤裸裸,naked,chìluǒluǒ
18715,立法,legislation,lìfǎ
18716,界线,Boundary,jièxiàn
18717,ù,ù,ù
18718,白酒,Liquor,báijiǔ
18719,猥亵,obscene,wěixiè
18720,指南针,compass,zhǐnánzhēn
18721,梳子,comb,shūzi
18722,图斯,Tucas,túsī
18723,м,м,м
18724,凯丽,Kelly,kǎilì
18725,卫生纸,toilet paper,wèishēngzhǐ
18726,流向,Flow,liúxiàng
18727,二百,two hundred,èrbǎi
18728,布莱尔,Blair,bùláiěr
18729,无忧无虑,Carefree,wúyōuwúlǜ
18730,储物柜,Locker,chǔwùguì
18731,到現,Present,dàoxiàn
18732,加森,Gallon,jiāsēn
18733,決,Decide,jué
18734,一想,Think,yīxiǎng
18735,屋頂,roof,wūdǐng
18736,關掉,Turn off,guāndiào
18737,接个,Pick up,jiēge
18738,一卷,A volume,yījuǎn
18739,新一,New one,xīnyī
18740,病菌,Bacteria,bìngjūn
18741,底细,Bottom fine,dǐxì
18742,已然,Already,yǐrán
18743,起到,Play,qǐdào
18744,弥赛亚,Messiah,mísàiyà
18745,拉玛,Lama,lāmǎ
18746,紀念,commemorate,jìniàn
18747,螤,Bamboo,螤
18748,拉倒,Pull down,lādǎo
18749,几根,Several,jǐgēn
18750,克里斯多,Chrisdo,kèlǐsīduō
18751,异性,opposite sex,yìxìng
18752,纽约州,New York state,niǔyuēzhōu
18753,首长,Head,shǒuzhǎng
18754,学生会,Student meeting,xuéshenghuì
18755,引进,Introduce,yǐnjìn
18756,二级,Secondary,èrjí
18757,菲力,Philipphi,fēilì
18758,共用,Share,gòngyòng
18759,米尔斯,Mills,mǐěrsī
18760,五郎,Wuiro,wǔláng
18761,ô,ô,ô
18762,动员,mobilization,dòngyuán
18763,累赘,burden,léizhuì
18764,很穷,Very poor,hěnqióng
18765,鸣叫,tweet,míngjiào
18766,能治好,Can cure,néngzhìhǎo
18767,坏小子,bad boy,huàixiǎozǐ
18768,变大,Become bigger,biàn dà
18769,太老,Too old,tàilǎo
18770,生子,Birthm,shēngzǐ
18771,毒贩子,Poisonous trafficker,dúfànzǐ
18772,便条,note,biàntiáo
18773,五人,Five people,wǔrén
18774,它會,it will,tāhuì
18775,虎鲸,Killer Whale,hǔjīng
18776,黑板,blackboard,hēibǎn
18777,达米安,Damian,dá mǐān
18778,歌剧院,opera,gējùyuàn
18779,临床,clinical,línchuáng
18780,馒头,Steamed bun,mántou
18781,人身,personal,rénshēn
18782,音频,Audio,yīnpín
18783,我試,I tried,wǒshì
18784,好办,Good office,hǎobàn
18785,别耍,Don't play,biéshuǎ
18786,瑀,Bamboo,yǔ
18787,转角,Corner,zhuǎnjiǎo
18788,防弹衣,Bulletproof clothing,fángdànyī
18789,统帅,Commander,tǒngshuài
18790,描写,description,miáoxiě
18791,浓度,concentration,nóngdù
18792,捱,suffer,ái
18793,假牙,denture,jiǎyá
18794,前锋,forward,qiánfēng
18795,抹掉,erase,mǒdiào
18796,篡改,tamper,cuàngǎi
18797,扔给,Thrift,rēnggěi
18798,吸尘器,Vacuum cleaner,xīchénqì
18799,雪人,snowman,xuěrén
18800,花店,flower shop,huādiàn
18801,脱衣舞娘,Undressing,tuōyīwǔniáng
18802,奉承,flatter,fèngcheng
18803,我气,My gas,wǒqì
18804,木筏,Raft,mùfá
18805,马西,Mass,mǎxī
18806,江户,Edo,jiānghù
18807,溫柔,gentle,wēnróu
18808,意下如何,how about,yìxiàrúhé
18809,想不起,Can't afford to,xiǎngbuqǐ
18810,空手,Empty-handed,kōngshǒu
18811,马利,Mali,mǎlì
18812,中國人,Chinese,zhōngguó rén
18813,挑战性,challenge,tiāozhànxìng
18814,没病,No illness,méi bìng
18815,容貌,appearance,róngmào
18816,維持,maintain,wéichí
18817,毒枭,Drug lord,dúxiāo
18818,相配,match,xiāngpèi
18819,咬住,Bite,yǎozhù
18820,会痛,Have a pain,huìtòng
18821,烦躁,Irritability,fánzào
18822,一岁,One year old,yīsuì
18823,重型,Heavy duty,zhòngxíng
18824,哈雷,Harley,hāléi
18825,无所畏惧,Fearless,wúsuǒwèijù
18826,之路,the road,zhī lù
18827,攻击性,Aggression,gōngjīxìng
18828,创,Create,chuàng
18829,下載,download,xiàzài
18830,支柱,pillar,zhīzhù
18831,好重,Good weight,hǎochóng
18832,彼,Hear,bǐ
18833,通风,ventilation,tōngfēng
18834,鼻,nose,bí
18835,丧尸,Zombie,sāngshī
18836,新來,New coming,xīnlái
18837,前世,Past,qiánshì
18838,惊醒,Awaken,jīngxǐng
18839,老頭,Old man,lǎotóu
18840,公然,openly,gōngrán
18841,主谋,Presidentical,zhǔmóu
18842,禫,Bamboo,tǎn
18843,康威,Conway,kāngwēi
18844,奖项,Award,jiǎngxiàng
18845,战维,Battlewell,zhànwéi
18846,岈,Bamboo,yá
18847,沈,Sink,chén
18848,一角,Corner,yījiǎo
18849,追上来,Chase up,zhuīshànglái
18850,灭口,Entry,mièkǒu
18851,周年纪念,Anniversary,zhōuniánjìniàn
18852,山本,Yamamoto,shānběn
18853,太低,Too low,tàidī
18854,一两次,One or two times,yīliǎngcì
18855,鱼儿,Fish,yúr
18856,開會,Meet,kāihuì
18857,笛子,Flute,dízi
18858,信不过,Not,xìnbùguò
18859,缩短,shorten,suōduǎn
18860,赴,go,fù
18861,打下,Put down,dǎxià
18862,打拳,Punch,dǎquán
18863,美利坚合众国,United States,měilìjiānhézhòngguó
18864,使徒,apostle,shǐtú
18865,埃米尔,Emier,āimǐěr
18866,杰姬,Jie Ji,jiéjī
18867,塔台,Tower,tǎtái
18868,很明顯,It is clear,hěn míngxiǎn
18869,微生物,microorganism,wēishēngwù
18870,主妇,housewife,zhǔfù
18871,大師,Grandmaster,dàshī
18872,那回事,That thing,nàhuíshì
18873,原话,Exact words,yuánhuà
18874,之家,s home,zhī jiā
18875,赛事,Event,sàishì
18876,改良,Improve,gǎiliáng
18877,灌醉,Drunk,guànzuì
18878,欧里,Eurori,ōulǐ
18879,转悠,Turn around,zhuànyou
18880,一闪,Flash,yīshǎn
18881,泰森,Tyson,tàisēn
18882,提米,Timmy,tímǐ
18883,小孩儿,child,xiǎoháir
18884,舌,tongue,shé
18885,郑重,Solemnity,zhèngzhòng
18886,失血过多,Excessive bleeding,shīxiěguòduō
18887,两三个,Two or three,liǎngsānge
18888,錶,surface,biǎo
18889,充当,act as,chōngdāng
18890,下过,Undergo,xiàguò
18891,商务,Business,shāngwù
18892,大吼大叫,shouting,dàhǒudàjiào
18893,犯了错,did wrong,fànliǎocuò
18894,成家,Family,chéngjiā
18895,焦,Focus,jiāo
18896,李斯特,Lister,lǐsītè
